file,slot,mean_x,mean_y,std_x,std_y,rank_std
skillcorner_match2006229_dynamic_train_attacker_centric.npz,10,61.28337860107422,31.736865997314453,21.899986267089844,24.642967224121094,2.3183079470937464
skillcorner_match2011166_dynamic_train_attacker_centric.npz,0,64.86322021484375,35.401546478271484,21.876998901367188,15.532843589782715,2.0681389930645846
skillcorner_match2011166_dynamic_train_attacker_centric.npz,1,59.78913879394531,30.986839294433594,23.16374969482422,17.858110427856445,2.6517144980541243
skillcorner_match2011166_dynamic_train_attacker_centric.npz,2,58.303131103515625,34.47893142700195,21.10727882385254,15.380918502807617,2.5213339864321487
skillcorner_match2011166_dynamic_train_attacker_centric.npz,3,37.460487365722656,34.687984466552734,25.75119972229004,11.38408088684082,2.6083701904305006
skillcorner_match2011166_dynamic_train_attacker_centric.npz,4,56.6339225769043,37.75492477416992,27.15748405456543,12.7393159866333,3.8634196749984926
skillcorner_match2011166_dynamic_train_attacker_centric.npz,5,57.55070114135742,41.81038284301758,23.77694320678711,16.30608558654785,2.2338702595648705
skillcorner_match2011166_dynamic_train_attacker_centric.npz,6,53.592063903808594,17.205833435058594,24.046749114990234,12.237446784973145,2.0925134512181134
skillcorner_match2011166_dynamic_train_attacker_centric.npz,7,47.340972900390625,47.70891189575195,23.796838760375977,12.984773635864258,2.3950976170049336
skillcorner_match2011166_dynamic_train_attacker_centric.npz,8,26.748781204223633,31.46749496459961,20.67462921142578,9.252274513244629,1.752736911892037
skillcorner_match2011166_dynamic_train_attacker_centric.npz,9,54.008522033691406,47.00084686279297,23.191028594970703,14.519707679748535,2.2817274400991394
skillcorner_match2011166_dynamic_train_attacker_centric.npz,10,54.6494026184082,27.264541625976562,23.852724075317383,13.898191452026367,3.1699997537157696
skillcorner_match2013725_dynamic_train_attacker_centric.npz,0,41.197872161865234,35.17925262451172,29.43317985534668,10.004124641418457,4.29963954911382
skillcorner_match2013725_dynamic_train_attacker_centric.npz,1,51.89826965332031,33.34335708618164,25.311279296875,14.355573654174805,3.7797291131923156
skillcorner_match2013725_dynamic_train_attacker_centric.npz,2,48.73704147338867,52.17810821533203,22.94245719909668,13.57510757446289,2.1541865645121083
skillcorner_match2013725_dynamic_train_attacker_centric.npz,3,63.11827087402344,36.36994171142578,20.26946449279785,19.74327278137207,1.4848976216852006
skillcorner_match2013725_dynamic_train_attacker_centric.npz,4,47.029117584228516,35.286842346191406,23.273950576782227,19.421998977661133,2.1008259601018207
skillcorner_match2013725_dynamic_train_attacker_centric.npz,5,50.21406936645508,40.33805465698242,22.45048713684082,15.454002380371094,1.533416475885246
skillcorner_match2013725_dynamic_train_attacker_centric.npz,6,52.119930267333984,35.927738189697266,24.222505569458008,13.064348220825195,3.736285041320109
skillcorner_match2013725_dynamic_train_attacker_centric.npz,7,51.9349250793457,24.004594802856445,22.708377838134766,13.708065032958984,1.9278287185290857
skillcorner_match2013725_dynamic_train_attacker_centric.npz,8,50.986507415771484,27.10870933532715,23.0474796295166,13.604310989379883,2.704580133199978
skillcorner_match2013725_dynamic_train_attacker_centric.npz,9,58.04704284667969,33.53801345825195,21.60624122619629,13.845341682434082,2.512123282713493
skillcorner_match2013725_dynamic_train_attacker_centric.npz,10,26.243608474731445,38.43954086303711,19.899564743041992,9.279117584228516,1.561481186199945
skillcorner_match2015213_dynamic_train_attacker_centric.npz,0,34.44953918457031,44.92654800415039,24.190855026245117,13.510990142822266,3.209530285864993
