start_frame,end_frame,type,from_team,from_player,to_team,to_player,duration_frames
45923,45993,PASS,Away,17,Away,16,70
46001,46002,TURNOVER,Away,16,Home,9,1
46493,46499,TURNOVER,Home,7,Away,22,6
46506,46507,TURNOVER,Away,22,Home,9,1
46520,46527,TURNOVER,Home,9,Away,22,7
47156,47167,TURNOVER,Away,22,Home,10,11
47182,47192,TURNOVER,Home,10,Away,21,10
47214,47248,PASS,Away,21,Away,15,34
47346,47366,PASS,Away,15,Away,18,20
47442,47458,PASS,Away,18,Away,21,16
47504,47534,PASS,Away,21,Away,20,30
47548,47569,PASS,Away,20,Away,17,21
47634,47640,TURNOVER,Away,17,Home,9,6
47649,47658,TURNOVER,Home,9,Away,21,9
47667,47686,TURNOVER,Away,21,Home,8,19
47692,47693,TURNOVER,Home,8,Away,18,1
47766,47778,PASS,Away,18,Away,15,12
47810,47848,PASS,Away,15,Away,16,38
